50
400
3
224
2	90	
3	102	
1	41	
1	75	
2	59	
1	115	
2	128	
2	105	
2	57	
3	56	
2	94	
2	128	
1	78	
1	105	
1	71	
3	72	
2	108	
2	88	
3	51	
1	124	
1	133	
2	129	
3	86	
1	100	
1	91	
1	109	
3	56	
1	111	
2	132	
3	86	
1	123	
1	45	
2	112	
2	86	
3	92	
1	107	
2	108	
3	140	
2	50	
3	66	
1	116	
2	102	
3	76	
2	118	
2	134	
3	64	
1	66	
1	96	
2	71	
1	120	
2	88	
3	116	
2	119	
2	104	
3	52	
3	79	
1	46	
2	123	
1	84	
3	109	
2	107	
1	86	
3	125	
1	128	
2	77	
3	73	
2	83	
3	63	
3	84	
3	79	
2	136	
1	120	
3	76	
3	139	
1	62	
3	66	
3	74	
3	43	
3	68	
2	57	
1	62	
3	54	
2	98	
2	111	
2	96	
2	87	
2	114	
1	132	
3	67	
3	83	
3	96	
2	80	
2	56	
3	125	
1	56	
3	135	
2	136	
2	40	
2	86	
1	138	
3	137	
2	117	
1	123	
1	106	
1	52	
2	49	
2	42	
1	72	
3	124	
3	57	
2	136	
2	65	
2	99	
2	97	
2	55	
3	45	
3	88	
2	90	
3	66	
2	78	
2	125	
2	124	
3	117	
3	131	
3	130	
3	48	
2	50	
3	125	
3	57	
1	131	
3	132	
2	130	
3	80	
2	60	
2	108	
1	55	
3	65	
1	103	
1	63	
3	93	
1	44	
2	55	
2	61	
2	65	
1	133	
3	78	
3	78	
1	91	
1	104	
2	128	
2	87	
3	59	
3	84	
1	119	
2	73	
3	91	
1	88	
3	65	
3	47	
3	41	
3	45	
3	49	
2	53	
3	85	
1	55	
3	78	
2	47	
3	89	
3	79	
2	53	
2	87	
3	90	
2	98	
3	103	
3	117	
2	106	
3	88	
2	41	
3	69	
1	43	
2	61	
3	52	
2	88	
3	58	
2	56	
1	89	
3	139	
1	73	
2	52	
2	62	
3	97	
2	49	
3	121	
3	124	
3	85	
3	97	
2	61	
3	104	
1	66	
2	100	
2	110	
1	40	
1	78	
2	81	
2	87	
1	67	
2	44	
1	49	
1	55	
1	133	
1	65	
1	127	
1	94	
1	50	
2	106	
1	52	
2	103	
3	121	
2	68	
2	70	
1	78	
1	135	
2	55	
2	17	
