366
150
3
700
3	46	
1	97	
2	46	
3	24	
3	85	
2	79	
3	86	
3	24	
1	80	
3	55	
1	38	
3	67	
3	100	
3	44	
3	32	
3	64	
2	42	
3	35	
3	50	
1	63	
1	94	
3	25	
1	62	
2	75	
1	69	
3	75	
1	97	
2	88	
2	39	
2	96	
1	80	
3	24	
3	34	
1	21	
2	91	
2	96	
1	37	
3	79	
2	45	
3	52	
1	95	
3	97	
1	63	
1	21	
1	48	
3	48	
1	72	
2	76	
3	23	
3	67	
1	74	
3	93	
2	62	
2	86	
3	56	
2	96	
3	59	
3	72	
3	28	
2	35	
3	86	
1	30	
1	47	
1	60	
2	95	
2	59	
3	84	
3	91	
3	54	
3	63	
1	28	
1	71	
2	82	
3	35	
2	30	
3	93	
3	45	
2	70	
2	24	
2	37	
1	83	
2	99	
1	58	
2	42	
1	64	
3	32	
2	74	
1	86	
1	40	
3	77	
3	67	
2	63	
2	88	
1	95	
3	89	
1	26	
2	22	
3	52	
1	93	
2	84	
3	90	
2	75	
2	30	
2	34	
1	76	
2	32	
3	61	
3	65	
1	38	
2	56	
2	86	
1	93	
2	82	
2	80	
2	49	
1	77	
2	90	
3	82	
3	26	
3	82	
3	22	
3	40	
3	85	
1	43	
1	60	
2	77	
3	72	
2	49	
3	45	
1	74	
1	87	
3	93	
2	97	
3	92	
3	20	
2	100	
3	66	
2	98	
1	56	
2	20	
2	50	
3	40	
3	77	
2	86	
1	93	
1	76	
2	24	
2	87	
2	89	
2	54	
2	50	
3	43	
1	24	
2	94	
1	93	
3	71	
2	21	
2	60	
1	92	
1	96	
2	36	
2	30	
3	70	
1	73	
2	74	
2	78	
2	77	
2	67	
3	58	
1	57	
3	85	
2	89	
1	50	
3	95	
2	26	
3	74	
2	76	
3	95	
1	81	
3	34	
3	91	
3	25	
2	29	
1	63	
3	47	
1	32	
3	59	
2	64	
3	82	
3	62	
2	64	
2	45	
1	35	
3	97	
2	23	
3	97	
2	54	
3	76	
1	73	
1	61	
2	54	
2	78	
1	26	
3	97	
2	96	
1	91	
2	25	
3	78	
2	87	
3	67	
3	36	
3	99	
1	65	
2	49	
2	28	
1	85	
3	79	
1	54	
1	100	
2	88	
2	40	
3	69	
2	29	
3	82	
3	52	
1	37	
1	28	
1	54	
1	25	
2	42	
3	72	
3	91	
1	21	
2	67	
1	90	
2	47	
3	48	
3	72	
1	90	
2	85	
2	98	
3	25	
1	52	
3	95	
3	41	
1	21	
1	91	
1	92	
1	51	
1	44	
2	44	
3	67	
1	98	
3	61	
3	87	
3	45	
1	62	
2	25	
1	25	
1	83	
3	68	
1	87	
2	92	
3	82	
3	52	
3	80	
1	92	
2	64	
1	96	
3	92	
3	82	
2	82	
3	99	
1	70	
1	38	
1	81	
1	52	
2	76	
2	61	
2	83	
2	62	
2	85	
3	39	
3	73	
2	85	
1	31	
3	32	
2	42	
1	97	
3	49	
2	59	
2	36	
1	94	
2	83	
1	48	
3	63	
2	42	
1	74	
3	26	
2	91	
3	26	
3	90	
3	30	
1	65	
2	38	
2	41	
2	56	
3	35	
1	64	
1	99	
3	78	
1	97	
3	23	
3	92	
1	31	
2	53	
2	35	
2	89	
2	53	
2	68	
2	79	
3	79	
1	77	
3	79	
2	92	
1	31	
3	54	
1	20	
2	28	
3	100	
3	25	
3	89	
1	74	
1	82	
1	46	
3	93	
2	69	
2	71	
3	97	
2	65	
1	42	
1	90	
2	50	
1	50	
3	98	
1	28	
1	81	
3	43	
3	90	
1	92	
2	85	
2	72	
2	86	
1	94	
1	71	
1	87	
3	81	
3	86	
2	65	
2	35	
1	96	
1	82	
3	57	
3	61	
3	61	
3	78	
3	51	
2	30	
2	71	
2	34	
1	29	
3	66	
2	92	
2	68	
1	98	
2	35	
1	26	
3	84	
2	52	
2	25	
1	92	
2	54	
1	47	
1	75	
1	34	
3	54	
1	25	
3	65	
1	67	
2	69	
3	95	
3	89	
1	31	
3	96	
1	48	
3	56	
3	99	
2	78	
1	20	
1	58	
2	57	
1	74	
1	28	
3	58	
2	66	
3	71	
2	26	
2	94	
1	48	
1	98	
2	25	
1	47	
3	75	
3	65	
3	73	
2	41	
2	30	
2	22	
3	49	
2	45	
3	84	
3	56	
3	87	
1	59	
1	53	
3	42	
2	25	
2	78	
2	90	
3	21	
3	60	
1	23	
1	38	
3	40	
1	83	
3	62	
2	93	
3	87	
1	78	
3	45	
1	33	
1	69	
3	67	
2	49	
3	84	
1	51	
2	90	
2	30	
1	76	
3	90	
1	31	
1	55	
2	81	
1	98	
2	100	
1	86	
2	40	
3	67	
2	97	
1	60	
3	62	
3	23	
2	44	
2	90	
1	80	
3	90	
2	63	
3	94	
3	83	
3	98	
1	49	
3	94	
2	53	
3	72	
3	72	
2	28	
2	37	
2	97	
1	77	
1	94	
1	65	
2	46	
2	43	
3	67	
1	46	
3	87	
2	79	
3	75	
2	40	
1	76	
2	90	
2	41	
3	31	
2	85	
3	22	
2	60	
2	76	
3	26	
1	41	
1	40	
2	85	
2	73	
3	88	
3	90	
1	26	
3	51	
2	48	
3	38	
1	24	
2	80	
3	31	
1	41	
2	41	
3	38	
3	52	
2	61	
3	65	
1	95	
2	94	
3	92	
2	48	
2	46	
1	29	
3	84	
3	83	
2	71	
2	33	
1	33	
3	56	
3	49	
2	24	
1	40	
3	39	
1	53	
2	99	
1	47	
1	98	
1	54	
3	38	
2	71	
2	96	
2	62	
3	50	
2	96	
1	57	
2	24	
1	33	
1	63	
3	75	
3	81	
3	72	
2	50	
3	82	
1	92	
2	37	
3	67	
2	100	
1	74	
2	35	
3	66	
1	93	
1	66	
3	30	
3	74	
3	39	
1	73	
1	79	
3	92	
2	23	
3	91	
3	76	
1	69	
3	98	
3	56	
1	26	
3	21	
1	24	
1	56	
1	91	
2	51	
1	80	
1	52	
1	42	
2	49	
3	57	
2	82	
2	44	
1	39	
1	24	
3	86	
2	45	
3	61	
3	85	
2	95	
2	41	
3	36	
2	49	
2	91	
1	42	
1	32	
1	91	
1	42	
1	75	
1	72	
2	69	
3	41	
3	60	
1	58	
3	78	
3	35	
2	94	
3	51	
3	34	
2	44	
2	94	
3	66	
3	81	
1	50	
2	65	
2	50	
2	74	
3	42	
1	68	
3	90	
3	48	
1	76	
1	87	
2	95	
1	64	
3	88	
2	91	
1	73	
3	56	
3	42	
1	39	
3	66	
1	75	
1	74	
2	84	
1	100	
2	99	
3	84	
2	98	
1	20	
3	32	
3	50	
1	72	
2	89	
1	40	
1	60	
2	35	
3	67	
3	46	
1	64	
1	99	
1	73	
1	70	
1	97	
1	50	
1	60	
3	35	
2	80	
2	43	
3	30	
3	30	
3	53	
3	92	
3	67	
3	56	
3	63	
2	25	
3	83	
1	22	
3	58	
2	27	
2	29	
1	54	
2	29	
2	73	
2	71	
1	24	
3	60	
2	39	
3	49	
2	84	
2	76	
3	58	
3	81	
2	53	
2	93	
1	84	
3	98	
1	26	
1	46	
1	61	
2	94	
1	52	
1	78	
1	91	
1	77	
