70
8
34
154
15	5	
9	3	
26	2	
19	3	
23	5	
24	3	
22	3	
15	5	
24	2	
12	4	
7	3	
9	3	
12	5	
8	2	
34	2	
28	5	
7	2	
27	5	
26	2	
2	3	
9	4	
6	3	
31	3	
19	2	
23	2	
10	3	
15	3	
2	3	
18	3	
23	2	
18	4	
33	2	
32	5	
33	3	
34	2	
22	3	
24	3	
28	2	
14	2	
14	2	
23	3	
26	2	
18	2	
4	4	
26	5	
9	3	
28	2	
5	2	
18	2	
29	5	
34	3	
27	2	
1	2	
7	3	
25	2	
5	2	
25	3	
15	3	
17	3	
1	4	
7	3	
2	2	
15	2	
4	3	
4	2	
28	2	
6	3	
19	2	
2	5	
30	4	
15	4	
1	3	
20	2	
30	3	
4	2	
29	5	
19	4	
1	2	
6	2	
22	2	
24	3	
7	4	
3	2	
33	2	
27	3	
1	2	
23	5	
19	3	
7	5	
28	3	
23	2	
28	5	
24	2	
21	5	
2	5	
4	3	
33	3	
33	2	
22	4	
26	2	
31	3	
21	5	
10	5	
33	4	
11	3	
13	2	
30	2	
12	3	
32	3	
18	2	
9	4	
19	5	
17	2	
26	5	
2	3	
33	2	
1	2	
19	3	
11	3	
8	3	
24	5	
15	3	
30	2	
22	2	
2	3	
15	3	
21	5	
26	2	
18	4	
12	3	
22	4	
24	5	
29	3	
21	5	
29	3	
4	2	
6	3	
17	2	
26	5	
30	2	
30	3	
10	3	
9	5	
33	2	
13	3	
20	3	
4	3	
3	2	
20	3	
16	5	
28	3	
22	3	
16	2	
6	4	
